Farmer_ID,Village_ID,District,State,Group,FPO_Member,WDC_Intervention_Area,Age_of_Farmer,Land_Size_Hectares,Farm_Size_Acres,Primary_Crop,Has_Tractor,Access_to_Credit,Distance_to_Market_KM,Off_Farm_Income,Soil_Health_Score,Rainfall_Annual_mm,Avg_Temp_Celsius,Time_Period,Irrigation_Source_Before,Irrigation_Source_After,Training_Received,Crop_Diversification,Fertilizer_Used_Kg_per_Hectare,Pesticide_Used_Liters_per_Hectare,Yield_Kg_Per_Hectare,Cost_of_Cultivation,Income_Annual,Latitude,Longitude
FARM1514,MUR01,Muradnagar,Uttar Pradesh,Control,NO,NO,53,4.24,10.48,Soybean,NO,YES,4.5,0,3.8,847,24.5,Before,Rainfed,Rainfed,NO,NO,120.41,5.64,15124.87,47979.77,205441.64,28.7733808,77.5033582
FARM1515,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,38,3.67,9.07,Maize,NO,YES,4.7,59200,6.0,815,24.4,After,Rainfed,Rainfed,NO,NO,108.05,5.61,15362.57,42610.79,205427.15,28.7733808,77.5033582
FARM1515,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,38,3.67,9.07,Maize,NO,YES,4.7,59200,6.0,815,24.4,Before,Rainfed,Rainfed,NO,NO,108.05,5.61,14935.35,42270.08,196525.14,28.7733808,77.5033582
FARM1516,NAG03,Nagpur,Maharashtra,Control,NO,NO,61,1.97,4.87,Sugarcane,YES,YES,5.0,34700,5.3,1155,26.6,After,Well,Well,NO,NO,94.35,6.17,8577.93,21128.91,119679.17,21.1498134,79.0820556
FARM1516,NAG03,Nagpur,Maharashtra,Control,NO,NO,61,1.97,4.87,Sugarcane,YES,YES,5.0,34700,5.3,1155,26.6,Before,Well,Well,NO,NO,94.35,6.17,8227.59,20612.12,115146.83,21.1498134,79.0820556
FARM1517,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,61,4.55,11.24,Soybean,NO,YES,10.9,53900,8.2,802,24.4,After,Rainfed,Rainfed,NO,NO,97.82,5.21,20455.97,52623.96,281436.27,28.7733808,77.5033582
FARM1517,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,61,4.55,11.24,Soybean,NO,YES,10.9,53900,8.2,802,24.4,Before,Rainfed,Rainfed,NO,NO,97.82,5.21,19517.72,52520.15,270753.69,28.7733808,77.5033582
FARM1518,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,46,1.82,4.5,Sugarcane,NO,NO,14.0,0,6.2,782,24.8,After,Canal,Canal,NO,NO,108.79,7.77,8093.07,20196.4,120604.77,29.0018557,77.7679671
FARM1518,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,46,1.82,4.5,Sugarcane,NO,NO,14.0,0,6.2,782,24.8,Before,Canal,Canal,NO,NO,108.79,7.77,7943.87,19900.75,118133.64,29.0018557,77.7679671
FARM1519,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,46,7.02,17.35,Sugarcane,YES,YES,24.9,50900,7.9,841,24.9,After,Rainfed,Rainfed,NO,NO,105.13,6.93,30964.16,71901.51,422816.73,29.0018557,77.7679671
FARM1519,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,46,7.02,17.35,Sugarcane,YES,YES,24.9,50900,7.9,841,24.9,Before,Rainfed,Rainfed,NO,NO,105.13,6.93,29612.17,70945.22,414181.47,29.0018557,77.7679671
FARM1520,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,38,3.47,8.57,Rice,YES,YES,10.1,0,5.3,803,24.5,After,Canal,Canal,NO,NO,94.59,5.91,15497.69,33672.58,217378.04,28.7166767,77.890433
FARM1520,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,38,3.47,8.57,Rice,YES,YES,10.1,0,5.3,803,24.5,Before,Canal,Canal,NO,NO,94.59,5.91,15195.59,33477.32,203634.18,28.7166767,77.890433
FARM1521,PUN01,Pune,Maharashtra,Control,NO,NO,48,3.16,7.81,Maize,NO,NO,21.8,21700,5.2,776,24.8,After,Canal,Canal,NO,NO,100.32,5.09,13683.99,35762.33,199886.47,18.5213738,73.8545071
FARM1521,PUN01,Pune,Maharashtra,Control,NO,NO,48,3.16,7.81,Maize,NO,NO,21.8,21700,5.2,776,24.8,Before,Canal,Canal,NO,NO,100.32,5.09,13417.08,35525.2,189347.36,18.5213738,73.8545071
FARM1522,DHA05,Dharwad,Karnataka,Control,NO,NO,45,1.94,4.79,Pulses,NO,YES,9.1,0,4.8,895,24.0,After,Well,Well,NO,NO,122.62,5.21,8533.5,21973.99,124119.9,15.3707296,75.1332867
FARM1522,DHA05,Dharwad,Karnataka,Control,NO,NO,45,1.94,4.79,Pulses,NO,YES,9.1,0,4.8,895,24.0,Before,Well,Well,NO,NO,122.62,5.21,8331.42,21809.71,116395.84,15.3707296,75.1332867
FARM1523,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,43,2.97,7.34,Pulses,YES,YES,10.2,51600,6.8,778,24.4,After,Rainfed,Rainfed,NO,NO,97.32,5.43,12457.62,31611.82,181787.71,28.7733808,77.5033582
FARM1523,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,43,2.97,7.34,Pulses,YES,YES,10.2,51600,6.8,778,24.4,Before,Rainfed,Rainfed,NO,NO,97.32,5.43,12043.98,30839.95,171876.21,28.7733808,77.5033582
FARM1524,MYS01,Mysuru,Karnataka,Control,NO,NO,54,1.84,4.55,Wheat,YES,YES,5.9,23200,4.8,833,25.1,After,Well,Well,NO,NO,128.13,5.31,7851.97,17691.64,116575.42,12.3041464,76.6529521
FARM1524,MYS01,Mysuru,Karnataka,Control,NO,NO,54,1.84,4.55,Wheat,YES,YES,5.9,23200,4.8,833,25.1,Before,Well,Well,NO,NO,128.13,5.31,7500.76,17269.26,110368.47,12.3041464,76.6529521
FARM1525,DHA02,Dharwad,Karnataka,Control,NO,NO,57,2.03,5.02,Gram,NO,NO,13.6,36500,7.7,890,24.4,After,Well,Well,NO,NO,94.97,5.4,9844.17,24802.73,135782.7,15.3707296,75.1332867
FARM1525,DHA02,Dharwad,Karnataka,Control,NO,NO,57,2.03,5.02,Gram,NO,NO,13.6,36500,7.7,890,24.4,Before,Well,Well,NO,NO,94.97,5.4,9543.45,24398.02,130048.58,15.3707296,75.1332867
FARM1526,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,63,2.43,6.0,Sugarcane,NO,YES,24.7,54100,8.3,804,24.6,After,Well,Well,NO,NO,103.3,7.52,12038.25,28763.7,171066.94,28.7733808,77.5033582
FARM1526,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,63,2.43,6.0,Sugarcane,NO,YES,24.7,54100,8.3,804,24.6,Before,Well,Well,NO,NO,103.3,7.52,11708.93,28760.87,164808.44,28.7733808,77.5033582
FARM1527,MEE03,Meerut,Uttar Pradesh,Control,NO,NO,41,2.36,5.83,Wheat,NO,NO,6.9,54700,7.5,811,24.7,After,Well,Well,NO,NO,107.69,5.16,10955.56,29327.88,160938.23,29.0018557,77.7679671
FARM1527,MEE03,Meerut,Uttar Pradesh,Control,NO,NO,41,2.36,5.83,Wheat,NO,NO,6.9,54700,7.5,811,24.7,Before,Well,Well,NO,NO,107.69,5.16,10925.72,28665.09,153770.37,29.0018557,77.7679671
FARM1528,DHA03,Dharwad,Karnataka,Control,NO,NO,59,3.72,9.19,Rice,NO,NO,10.8,69300,4.2,887,23.8,After,Rainfed,Rainfed,NO,NO,115.31,4.47,14022.28,45857.41,202913.7,15.3707296,75.1332867
FARM1528,DHA03,Dharwad,Karnataka,Control,NO,NO,59,3.72,9.19,Rice,NO,NO,10.8,69300,4.2,887,23.8,Before,Rainfed,Rainfed,NO,NO,115.31,4.47,13930.79,44564.77,189411.31,15.3707296,75.1332867
FARM1529,DHA02,Dharwad,Karnataka,Control,NO,NO,58,1.53,3.78,Cotton,YES,NO,8.4,50500,6.2,874,24.7,After,Well,Well,NO,NO,99.12,6.01,6613.68,15521.98,95769.91,15.3707296,75.1332867
FARM1529,DHA02,Dharwad,Karnataka,Control,NO,NO,58,1.53,3.78,Cotton,YES,NO,8.4,50500,6.2,874,24.7,Before,Well,Well,NO,NO,99.12,6.01,6551.8,15210.97,91974.76,15.3707296,75.1332867
FARM1530,MEE03,Meerut,Uttar Pradesh,Control,NO,NO,61,2.46,6.08,Soybean,NO,NO,21.8,38900,8.1,850,24.3,After,Well,Well,NO,NO,93.09,4.73,11581.47,28732.03,167280.78,29.0018557,77.7679671
FARM1530,MEE03,Meerut,Uttar Pradesh,Control,NO,NO,61,2.46,6.08,Soybean,NO,NO,21.8,38900,8.1,850,24.3,Before,Well,Well,NO,NO,93.09,4.73,11473.32,28667.01,161821.05,29.0018557,77.7679671
FARM1531,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,26,3.8,9.39,Sugarcane,NO,YES,5.0,39000,5.5,774,24.2,After,Rainfed,Rainfed,NO,NO,107.19,7.04,15910.37,44166.82,204981.97,28.7166767,77.890433
FARM1531,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,26,3.8,9.39,Sugarcane,NO,YES,5.0,39000,5.5,774,24.2,Before,Rainfed,Rainfed,NO,NO,107.19,7.04,15340.55,43938.85,195968.57,28.7166767,77.890433
FARM1532,PUN04,Pune,Maharashtra,Control,NO,NO,56,3.51,8.67,Soybean,YES,YES,17.4,0,5.2,774,25.4,After,Rainfed,Rainfed,NO,NO,93.84,4.54,13163.94,35240.01,204447.27,18.5213738,73.8545071
FARM1532,PUN04,Pune,Maharashtra,Control,NO,NO,56,3.51,8.67,Soybean,YES,YES,17.4,0,5.2,774,25.4,Before,Rainfed,Rainfed,NO,NO,93.84,4.54,13088.44,35154.51,193130.82,18.5213738,73.8545071
FARM1533,MEE02,Meerut,Uttar Pradesh,Control,NO,NO,35,2.66,6.57,Pulses,NO,NO,10.0,70700,6.5,840,24.7,After,Canal,Canal,NO,NO,91.41,5.16,12053.05,30639.67,182037.37,29.0018557,77.7679671
FARM1533,MEE02,Meerut,Uttar Pradesh,Control,NO,NO,35,2.66,6.57,Pulses,NO,NO,10.0,70700,6.5,840,24.7,Before,Canal,Canal,NO,NO,91.41,5.16,11849.75,29841.67,171057.53,29.0018557,77.7679671
FARM1534,NAG05,Nagpur,Maharashtra,Control,NO,NO,45,3.77,9.32,Sugarcane,NO,YES,11.2,68000,4.1,1222,26.9,After,Rainfed,Rainfed,NO,NO,112.12,6.0,13092.18,44351.19,178745.6,21.1498134,79.0820556
FARM1534,NAG05,Nagpur,Maharashtra,Control,NO,NO,45,3.77,9.32,Sugarcane,NO,YES,11.2,68000,4.1,1222,26.9,Before,Rainfed,Rainfed,NO,NO,112.12,6.0,12985.26,43464.42,174971.54,21.1498134,79.0820556
FARM1535,MYS02,Mysuru,Karnataka,Control,NO,NO,42,2.68,6.62,Sugarcane,NO,YES,9.2,23400,4.1,896,25.2,After,Well,Well,NO,NO,122.3,6.27,11243.53,32836.24,155388.17,12.3041464,76.6529521
FARM1535,MYS02,Mysuru,Karnataka,Control,NO,NO,42,2.68,6.62,Sugarcane,NO,YES,9.2,23400,4.1,896,25.2,Before,Well,Well,NO,NO,122.3,6.27,10721.01,32452.65,149678.63,12.3041464,76.6529521
FARM1536,MYS03,Mysuru,Karnataka,Control,NO,NO,57,1.01,2.5,Cotton,NO,NO,16.9,25100,4.3,878,24.4,After,Canal,Canal,NO,NO,113.84,7.24,4104.98,11498.2,57496.41,12.3041464,76.6529521
FARM1536,MYS03,Mysuru,Karnataka,Control,NO,NO,57,1.01,2.5,Cotton,NO,NO,16.9,25100,4.3,878,24.4,Before,Canal,Canal,NO,NO,113.84,7.24,4061.6,11182.63,53477.99,12.3041464,76.6529521
FARM1537,MYS02,Mysuru,Karnataka,Control,NO,NO,49,1.51,3.73,Cotton,NO,NO,8.6,79400,5.2,857,24.7,After,Rainfed,Rainfed,NO,NO,94.24,6.39,5551.12,16889.57,81987.7,12.3041464,76.6529521
FARM1537,MYS02,Mysuru,Karnataka,Control,NO,NO,49,1.51,3.73,Cotton,NO,NO,8.6,79400,5.2,857,24.7,Before,Rainfed,Rainfed,NO,NO,94.24,6.39,5383.56,16525.55,77921.69,12.3041464,76.6529521
FARM1538,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,57,2.56,6.33,Sugarcane,YES,YES,15.8,0,5.0,779,24.3,After,Rainfed,Rainfed,NO,NO,99.64,6.94,10012.76,26711.36,137067.26,28.7166767,77.890433
FARM1538,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,57,2.56,6.33,Sugarcane,YES,YES,15.8,0,5.0,779,24.3,Before,Rainfed,Rainfed,NO,NO,99.64,6.94,9806.08,26301.96,133480.46,28.7166767,77.890433
FARM1539,HAP03,Hapur,Uttar Pradesh,Control,NO,NO,56,5.97,14.75,Gram,NO,YES,14.2,48500,6.6,791,24.7,After,Rainfed,Rainfed,NO,NO,102.09,4.77,24621.02,68239.38,351671.56,28.7166767,77.890433
FARM1539,HAP03,Hapur,Uttar Pradesh,Control,NO,NO,56,5.97,14.75,Gram,NO,YES,14.2,48500,6.6,791,24.7,Before,Rainfed,Rainfed,NO,NO,102.09,4.77,24192.95,68185.2,334063.86,28.7166767,77.890433
FARM1540,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,37,1.09,2.69,Pulses,NO,YES,18.6,28400,5.0,816,24.8,After,Rainfed,Rainfed,NO,NO,105.61,5.12,3970.56,13246.35,68798.15,28.7166767,77.890433
FARM1540,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,37,1.09,2.69,Pulses,NO,YES,18.6,28400,5.0,816,24.8,Before,Rainfed,Rainfed,NO,NO,105.61,5.12,3917.83,13058.57,64707.57,28.7166767,77.890433
FARM1541,DHA03,Dharwad,Karnataka,Control,NO,NO,57,1.7,4.2,Soybean,YES,NO,6.3,45200,7.4,895,24.3,After,Canal,Canal,NO,NO,106.15,5.48,8025.41,17305.91,115189.39,15.3707296,75.1332867
FARM1541,DHA03,Dharwad,Karnataka,Control,NO,NO,57,1.7,4.2,Soybean,YES,NO,6.3,45200,7.4,895,24.3,Before,Canal,Canal,NO,NO,106.15,5.48,7937.94,17208.4,112843.69,15.3707296,75.1332867
FARM1542,MYS02,Mysuru,Karnataka,Control,NO,NO,49,3.19,7.88,Cotton,NO,YES,7.8,60800,5.5,892,24.9,After,Rainfed,Rainfed,NO,NO,100.48,6.38,12565.68,36505.15,175478.14,12.3041464,76.6529521
FARM1542,MYS02,Mysuru,Karnataka,Control,NO,NO,49,3.19,7.88,Cotton,NO,YES,7.8,60800,5.5,892,24.9,Before,Rainfed,Rainfed,NO,NO,100.48,6.38,12180.2,35617.11,168075.2,12.3041464,76.6529521
FARM1543,HAP01,Hapur,Uttar Pradesh,Control,NO,NO,59,1.58,3.9,Soybean,NO,YES,4.2,36000,6.4,859,24.4,After,Well,Well,NO,NO,105.49,5.09,7668.72,18673.18,101167.47,28.7166767,77.890433
FARM1543,HAP01,Hapur,Uttar Pradesh,Control,NO,NO,59,1.58,3.9,Soybean,NO,YES,4.2,36000,6.4,859,24.4,Before,Well,Well,NO,NO,105.49,5.09,7393.07,18367.31,98460.08,28.7166767,77.890433
FARM1544,MYS02,Mysuru,Karnataka,Control,NO,NO,63,2.04,5.04,Sugarcane,NO,NO,10.9,22700,4.0,870,24.5,After,Well,Well,NO,NO,114.32,7.55,8782.8,23721.97,115006.47,12.3041464,76.6529521
FARM1544,MYS02,Mysuru,Karnataka,Control,NO,NO,63,2.04,5.04,Sugarcane,NO,NO,10.9,22700,4.0,870,24.5,Before,Well,Well,NO,NO,114.32,7.55,8598.53,23490.18,107893.33,12.3041464,76.6529521
FARM1545,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,47,2.46,6.08,Cotton,YES,YES,8.5,0,5.7,833,24.2,After,Rainfed,Rainfed,NO,NO,93.28,7.67,9892.08,24377.61,130965.8,28.7166767,77.890433
FARM1545,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,47,2.46,6.08,Cotton,YES,YES,8.5,0,5.7,833,24.2,Before,Rainfed,Rainfed,NO,NO,93.28,7.67,9657.5,24289.86,126194.11,28.7166767,77.890433
FARM1546,MYS05,Mysuru,Karnataka,Control,NO,NO,49,3.01,7.44,Maize,NO,YES,5.0,54300,4.7,855,24.6,After,Rainfed,Rainfed,NO,NO,128.16,5.94,11397.46,35713.54,163909.6,12.3041464,76.6529521
FARM1546,MYS05,Mysuru,Karnataka,Control,NO,NO,49,3.01,7.44,Maize,NO,YES,5.0,54300,4.7,855,24.6,Before,Rainfed,Rainfed,NO,NO,128.16,5.94,11323.22,35290.26,154256.3,12.3041464,76.6529521
FARM1547,DHA01,Dharwad,Karnataka,Control,NO,NO,59,0.85,2.1,Soybean,NO,NO,13.8,57600,8.0,910,24.2,After,Canal,Canal,NO,NO,109.97,4.44,4075.91,8818.68,62724.14,15.3707296,75.1332867
FARM1547,DHA01,Dharwad,Karnataka,Control,NO,NO,59,0.85,2.1,Soybean,NO,NO,13.8,57600,8.0,910,24.2,Before,Canal,Canal,NO,NO,109.97,4.44,3971.88,8723.3,59397.05,15.3707296,75.1332867
FARM1548,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,29,3.14,7.76,Wheat,NO,YES,19.0,37300,6.8,816,24.2,After,Canal,Canal,NO,NO,98.15,4.16,14306.59,37547.43,227325.1,28.7166767,77.890433
FARM1548,HAP02,Hapur,Uttar Pradesh,Control,NO,NO,29,3.14,7.76,Wheat,NO,YES,19.0,37300,6.8,816,24.2,Before,Canal,Canal,NO,NO,98.15,4.16,14108.28,36697.03,214680.23,28.7166767,77.890433
FARM1549,DHA03,Dharwad,Karnataka,Control,NO,NO,31,1.37,3.39,Cotton,NO,YES,10.2,0,8.0,921,24.2,After,Well,Well,NO,NO,93.5,6.72,7093.64,15206.49,91149.64,15.3707296,75.1332867
FARM1549,DHA03,Dharwad,Karnataka,Control,NO,NO,31,1.37,3.39,Cotton,NO,YES,10.2,0,8.0,921,24.2,Before,Well,Well,NO,NO,93.5,6.72,6832.14,15106.49,86939.19,15.3707296,75.1332867
FARM1550,MUR01,Muradnagar,Uttar Pradesh,Control,NO,NO,45,2.88,7.12,Rice,NO,YES,8.8,25500,7.1,839,24.6,After,Rainfed,Rainfed,NO,NO,91.98,4.33,12079.46,32311.43,169329.28,28.7733808,77.5033582
FARM1550,MUR01,Muradnagar,Uttar Pradesh,Control,NO,NO,45,2.88,7.12,Rice,NO,YES,8.8,25500,7.1,839,24.6,Before,Rainfed,Rainfed,NO,NO,91.98,4.33,11664.42,32041.48,158586.72,28.7733808,77.5033582
FARM1551,MEE05,Meerut,Uttar Pradesh,Control,NO,NO,31,3.17,7.83,Sugarcane,NO,YES,6.4,41600,7.4,784,24.7,After,Canal,Canal,NO,NO,98.23,7.91,14885.47,37257.38,232255.2,29.0018557,77.7679671
FARM1551,MEE05,Meerut,Uttar Pradesh,Control,NO,NO,31,3.17,7.83,Sugarcane,NO,YES,6.4,41600,7.4,784,24.7,Before,Canal,Canal,NO,NO,98.23,7.91,14488.91,36505.2,216260.51,29.0018557,77.7679671
FARM1552,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,40,4.11,10.16,Soybean,NO,YES,8.3,28300,4.3,834,24.2,After,Well,Well,NO,NO,114.25,5.47,17962.78,48156.37,255037.06,28.7733808,77.5033582
FARM1552,MUR05,Muradnagar,Uttar Pradesh,Control,NO,NO,40,4.11,10.16,Soybean,NO,YES,8.3,28300,4.3,834,24.2,Before,Well,Well,NO,NO,114.25,5.47,17279.1,47532.31,244951.48,28.7733808,77.5033582
FARM1553,NAG03,Nagpur,Maharashtra,Control,NO,NO,31,1.7,4.2,Rice,NO,YES,8.7,50200,5.5,1209,26.6,After,Rainfed,Rainfed,NO,NO,96.59,5.35,6138.77,19139.11,89963.31,21.1498134,79.0820556
FARM1553,NAG03,Nagpur,Maharashtra,Control,NO,NO,31,1.7,4.2,Rice,NO,YES,8.7,50200,5.5,1209,26.6,Before,Rainfed,Rainfed,NO,NO,96.59,5.35,6062.34,18760.13,85372.22,21.1498134,79.0820556
FARM1554,PUN04,Pune,Maharashtra,Control,NO,NO,25,4.84,11.96,Gram,YES,NO,4.2,68900,7.6,760,24.7,After,Well,Well,NO,NO,90.24,5.82,23713.02,49917.06,330640.77,18.5213738,73.8545071
FARM1554,PUN04,Pune,Maharashtra,Control,NO,NO,25,4.84,11.96,Gram,YES,NO,4.2,68900,7.6,760,24.7,Before,Well,Well,NO,NO,90.24,5.82,22760.97,48638.4,324091.63,18.5213738,73.8545071
FARM1555,MYS04,Mysuru,Karnataka,Control,NO,NO,41,2.75,6.8,Wheat,NO,YES,5.4,46200,5.0,870,25.2,After,Well,Well,NO,NO,103.77,4.98,12020.1,30936.31,166052.86,12.3041464,76.6529521
FARM1555,MYS04,Mysuru,Karnataka,Control,NO,NO,41,2.75,6.8,Wheat,NO,YES,5.4,46200,5.0,870,25.2,Before,Well,Well,NO,NO,103.77,4.98,11589.12,30549.71,158447.35,12.3041464,76.6529521
FARM1556,DHA04,Dharwad,Karnataka,Control,NO,NO,25,4.45,11.0,Wheat,YES,YES,23.5,51600,6.8,888,24.6,After,Canal,Canal,NO,NO,93.77,4.32,20858.05,45309.35,305028.4,15.3707296,75.1332867
FARM1556,DHA04,Dharwad,Karnataka,Control,NO,NO,25,4.45,11.0,Wheat,YES,YES,23.5,51600,6.8,888,24.6,Before,Canal,Canal,NO,NO,93.77,4.32,20346.66,45047.63,296875.94,15.3707296,75.1332867
FARM1557,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,44,3.52,8.7,Cotton,YES,NO,11.5,73300,5.4,831,24.3,After,Canal,Canal,NO,NO,99.09,7.69,15887.45,35781.83,227849.44,28.7733808,77.5033582
FARM1557,MUR04,Muradnagar,Uttar Pradesh,Control,NO,NO,44,3.52,8.7,Cotton,YES,NO,11.5,73300,5.4,831,24.3,Before,Canal,Canal,NO,NO,99.09,7.69,15407.56,35759.57,218204.88,28.7733808,77.5033582
FARM1558,PUN03,Pune,Maharashtra,Control,NO,NO,60,2.65,6.55,Rice,YES,NO,13.4,75400,6.3,712,25.3,After,Well,Well,NO,NO,100.08,5.1,12035.32,26169.66,174644.38,18.5213738,73.8545071
FARM1558,PUN03,Pune,Maharashtra,Control,NO,NO,60,2.65,6.55,Rice,YES,NO,13.4,75400,6.3,712,25.3,Before,Well,Well,NO,NO,100.08,5.1,11829.68,26153.59,163469.79,18.5213738,73.8545071
FARM1559,MYS03,Mysuru,Karnataka,Control,NO,NO,34,1.61,3.98,Pulses,NO,YES,12.9,50700,7.9,829,24.5,After,Well,Well,NO,NO,102.54,4.7,7799.47,17205.37,104766.03,12.3041464,76.6529521
FARM1559,MYS03,Mysuru,Karnataka,Control,NO,NO,34,1.61,3.98,Pulses,NO,YES,12.9,50700,7.9,829,24.5,Before,Well,Well,NO,NO,102.54,4.7,7505.66,17056.02,97498.11,12.3041464,76.6529521
FARM1560,NAG02,Nagpur,Maharashtra,Control,NO,NO,55,1.07,2.64,Maize,NO,NO,4.7,0,6.4,1207,27.2,After,Rainfed,Rainfed,NO,NO,91.58,4.49,4526.13,12508.13,55768.83,21.1498134,79.0820556
FARM1560,NAG02,Nagpur,Maharashtra,Control,NO,NO,55,1.07,2.64,Maize,NO,NO,4.7,0,6.4,1207,27.2,Before,Rainfed,Rainfed,NO,NO,91.58,4.49,4394.02,12299.97,54154.69,21.1498134,79.0820556
FARM1561,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,59,3.07,7.59,Sugarcane,NO,YES,11.7,0,4.6,832,24.8,After,Rainfed,Rainfed,NO,NO,128.11,7.73,11726.57,35977.26,159580.32,29.0018557,77.7679671
FARM1561,MEE04,Meerut,Uttar Pradesh,Control,NO,NO,59,3.07,7.59,Sugarcane,NO,YES,11.7,0,4.6,832,24.8,Before,Rainfed,Rainfed,NO,NO,128.11,7.73,11438.41,35043.05,153944.42,29.0018557,77.7679671
FARM1562,NAG01,Nagpur,Maharashtra,Control,NO,NO,41,3.71,9.17,Wheat,NO,YES,15.4,74400,5.6,1200,26.9,After,Well,Well,NO,NO,91.39,4.23,15579.78,42347.61,228933.38,21.1498134,79.0820556
FARM1562,NAG01,Nagpur,Maharashtra,Control,NO,NO,41,3.71,9.17,Wheat,NO,YES,15.4,74400,5.6,1200,26.9,Before,Well,Well,NO,NO,91.39,4.23,15244.61,41489.13,216654.77,21.1498134,79.0820556
FARM1563,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,41,2.68,6.62,Cotton,NO,YES,4.9,0,4.1,848,24.5,After,Rainfed,Rainfed,NO,NO,124.1,7.59,9923.32,30940.68,131989.68,28.7166767,77.890433
FARM1563,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,41,2.68,6.62,Cotton,NO,YES,4.9,0,4.1,848,24.5,Before,Rainfed,Rainfed,NO,NO,124.1,7.59,9666.05,30100.89,124923.11,28.7166767,77.890433
FARM1564,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,51,1.18,2.92,Sugarcane,YES,NO,10.0,0,6.8,806,24.4,After,Well,Well,NO,NO,101.55,7.86,5404.48,12103.01,76856.42,28.7166767,77.890433
FARM1564,HAP04,Hapur,Uttar Pradesh,Control,NO,NO,51,1.18,2.92,Sugarcane,YES,NO,10.0,0,6.8,806,24.4,Before,Well,Well,NO,NO,101.55,7.86,5170.15,11851.22,75083.58,28.7166767,77.890433
FARM1565,HAP03,Hapur,Uttar Pradesh,Control,NO,NO,26,3.02,7.46,Soybean,YES,NO,12.4,0,6.6,858,24.2,After,Rainfed,Rainfed,NO,NO,94.94,4.11,12426.02,31331.75,190972.35,28.7166767,77.890433
FARM1565,HAP03,Hapur,Uttar Pradesh,Control,NO,NO,26,3.02,7.46,Soybean,YES,NO,12.4,0,6.6,858,24.2,Before,Rainfed,Rainfed,NO,NO,94.94,4.11,12106.49,30885.1,181492.66,28.7166767,77.890433
FARM1566,MUR03,Muradnagar,Uttar Pradesh,Control,NO,NO,46,4.82,11.91,Rice,YES,NO,13.8,53400,4.3,823,24.2,After,Well,Well,NO,NO,121.85,4.77,20997.83,48964.08,298998.3,28.7733808,77.5033582
FARM1566,MUR03,Muradnagar,Uttar Pradesh,Control,NO,NO,46,4.82,11.91,Rice,YES,NO,13.8,53400,4.3,823,24.2,Before,Well,Well,NO,NO,121.85,4.77,20415.24,48627.89,279863.03,28.7733808,77.5033582
FARM1567,PUN03,Pune,Maharashtra,Control,NO,NO,51,1.44,3.56,Maize,NO,NO,16.3,62400,5.4,745,25.2,After,Rainfed,Rainfed,NO,NO,104.0,5.91,5638.04,16869.4,80621.04,18.5213738,73.8545071
FARM1567,PUN03,Pune,Maharashtra,Control,NO,NO,51,1.44,3.56,Maize,NO,NO,16.3,62400,5.4,745,25.2,Before,Rainfed,Rainfed,NO,NO,104.0,5.91,5404.73,16563.95,75268.14,18.5213738,73.8545071
FARM1568,MEE05,Meerut,Uttar Pradesh,Control,NO,NO,61,1.3,3.21,Maize,NO,YES,4.0,55600,7.6,789,23.9,After,Well,Well,NO,NO,99.43,4.73,6351.3,14966.85,84775.44,29.0018557,77.7679671
FARM1568,MEE05,Meerut,Uttar Pradesh,Control,NO,NO,61,1.3,3.21,Maize,NO,YES,4.0,55600,7.6,789,23.9,Before,Well,Well,NO,NO,99.43,4.73,6124.26,14865.73,79556.86,29.0018557,77.7679671
FARM1569,DHA02,Dharwad,Karnataka,Control,NO,NO,61,2.09,5.16,Wheat,NO,YES,3.4,0,6.3,867,24.1,After,Canal,Canal,NO,NO,105.66,4.63,10142.47,24518.74,149167.97,15.3707296,75.1332867
